데이,표제어,예문,동의어 1,동의어 2,동의어 3,동의어 4,동의어 5
57,animus,The animus ofthe speaker became obvious to all when he began to indulge in sarcastic and insulting remarks.,animosity,antagonism,enmity,hostility,
57,clinch,Her boss congratulated her on clinching the deal.,conclude,settle,,,
57,grope,"There was no light, so we had to grope our way.",fumble,,,,
57,crib,Churches and homes also make Christmas cribs with the proper materials.,manger,,,,
57,crib,Cribs may be available and should be requested at the time ofbooking; fees may apply.,bassinet,cradle,,,
57,smug,Don't be so smug; you may have the wrong answer.,complacent,self-satisfied,,,
57,annals,Records of his reign were included in the Annals of the Joseon Dynasty.,chronicle,,,,
57,momentum,The fight for his release gathers momentum each day.,force,impetus,power,,
57,momentum,The vehicle gained momentum as the road dipped.,acceleration,,,,
57,excise,"Under the military government, censors excised controversial articles from the maJor newspapers.",delete,erase,expunge,,
57,refulgent,We admired the refulgent moon and watched it for a while.,brilliant,radiant,shining,,
57,countenance,He got angry at the remarks and changed countenance.,face,phiz,visage,,
57,countenance,The committee refused to countenance his proposals.,agree,approve,concur,consent,subscribe
57,jolly,"She is smart and jolly, but she just doesn 't belong.",cheerful,gay,jocund,jovial,mirthful
57,trinket,"Ivory has been used to make trinkets, combs, and artwork.",doodad,knickknack,ornament,,
57,debonair,Serial killers usually act very debonair to get their victims to trust them.,affable,courteous,cheerful,,
57,originate,Typhoons originate from the ocean at a lower latitude.,begin,start,,,
57,mealy-mouthed,Jane's too mealy-mouthed to tell Frank she dislikes him.,euphemistic,indirect,,,
57,swagger,The boxer swaggered around the ring.,parade,prance,stride,strut,
57,artisan,She is a famous artisan of pottery.,artificer,craftsman,,,
57,artisan,A lot ofmaster artisans participated in returning the gate to its original condition.,artificer,craftsman,,,
57,lagniappe,The butcher threw in some bones for the dog as a lagniappe.,bonus,gift,gratuity,largess,
57,yield,Scientists are looking for the raw material that will yield a new generation of renewable fuel.,generate,produce,,,
57,yield,He reluctantly yielded to their demands.,capitulate,succumb,surrender,,
57,yield,I hope this year's crop yield will be the highest.,crop,harvest,output,,
57,exuberant,They are having an exuberant party.,ebullient,enthusiastic,passionate,,
57,exuberant,Her exuberant supporters filled a school gymnasium in Henderson way past capacity.,ebullient,enthusiastic,passionate,,
57,disarm,The policeman disarmed the criminal by taking away his gun.,demilitarize,unarm,,,
57,notch,The quality of the food here has dropped a notch recently.,degree,grade,step,,
57,whet,She took out her dagger and began to whet its blade.,sharpen,,,,
57,whet,The book will whet your appetite for more ofher work.,stimulate,,,,
57,vein,The vein carries the blood back to the heart.,blood vessel,,,,
57,grill,Grill meat for about four or five minutes on each side.,barbecue,broil,roast,,
57,grill,He grilled the government on its position towards the troop dispatch plan.,interrogate,question,quiz,,
57,fragment,The explosion was so large that fragments ofbuildings were found a mile away.,bit,fraction,particle,piece,
57,fragment,"If you drop the vase, it will fragment into small pieces.",disintegrate,shatter,,,
57,enshrine,The criminal gave a man a baleful look before hitting him.,evil,harmful,,,
57,baleful,A baleful prelude to the catastrophe is soon to engulf the whole of Europe.,evil,harmful,,,
57,accrete,Planets form by slowly accreting asteroids.,adhere,attach,cleave,stick,
57,accrete,"Companies like Amazon will accrete more data, occupying a technical edge.",augment,expand,increase,,
57,rouse,Haughty language can often rouse friction.,arouse,provoke,stimulate,stir,
57,supple,Moisturizing cream helps to keep your skin soft and supple.,elastic,flexible,resilient,,
57,troupe,This is not the first time for the dance troupe to perform abroad.,band,company,group,,
57,interdict,We must interdict the use of weapons of mass destruction.,ban,forbid,injunct,outlaw,prohibit
58,propitiate,Jane did her best to propitiate her bestial husband.,appease,comfort,conciliate,mollify,placate
58,evanescent,Art is long and time is evanescent.,ephemeral,fleeting,transient,,
58,squabble,They squabble over nothing every time they meet.,argue,quarrel,wrangle,,
58,beleaguer,The beleaguered party leader was forced to resign.,beset,besiege,,,
58,coward,Cowards die many times before their death: the valiant never taste ofdeath but once.,craven,dastard,poltroon,wimp,
58,swarthy,Many people from that country have swarthy complexions.,dark-skinned,dusky,somber,sooty,
58,dovetail,My plans dovetailed nicely with hers.,link,coincide,correspond,fit together,
58,amenity,Many ofthe houses lacked even basic amenities.,conveniences,facilities,,,
58,trifle,He argued with her over trifles .,bagatelle,bauble,triviality,,
58,provenance,"In a world awash in information of dubious provenance, whom can you trust to tell you the truth?",origin,quarry,source,,
58,choke,"Dusty winds whipped around the city, literally choking everybody.",smother,stifle,strangle,suffocate,
58,austere,"My father was a distant, austere teacher to students.",rigorous,severe,stern,strict,
58,austere,He sold his car and lived an austere life to pay tuition.,economical,frugal,thrifty,,
58,restraint,The government has imposed export restraints on some products.,constraint,control,moderation,,
58,restraint,He exercised considerable restraint in ignoring the insults.,constraint,control,moderation,,
58,intercept,She intercepted the mail before her parents could find the letter.,block,hijack,interrupt,seize,
58,lugubrious,"Two lugubrious men sat in silence, without ordering anything.",dismal,gloomy,sad,,
58,glare,These sunglasses are designed to reduce glare .,blaze,brilliance,,,
58,glare,"He didn't shout, he just glared at me silently.",glower,scowl,,,
58,strip,They stripped him of his money.,deprive,dispossess,rob,,
58,contraception,"In the early 1980s, the high number ofbabies born to unmarried parents was due to lack ofsocial awareness on contraception.",birth control,,,,
58,disown,Her family disowned her for marrying a foreigner.,renounce,repudiate,,,
58,rife,Rumors were rife and one ofthem was that the master ofthe castle died.,prevailing,prevalent,rampant,,
58,rife,Los Angeles is rife with gossip about stars' private lives.,prevailing,prevalent,rampant,,
58,nonentity,"Having been considered a nonentity, Albert aspired to be a world-renowned author one day.",cipher,lightweight,,,
58,de facto,The company is the de facto holding company ofthe group's 19 affiliates.,actual,effective,real,,
58,appurtenance,He bought the estate and all its appurtenances.,accessory,adjunct,appendage,appendix,
58,extemporize,"Since the speaker had not prepared his speech, he had to extemporize one.",ad-lib,improvise,,,
58,impunity,You cannot do this with impunity.,exemption,,,,
58,impunity,"In some countries, government restrictions are so lax that businesses operate with nearly complete impunity.",exemption,,,,
58,mellifluous,"His violin playing has been described by reviewers as mellifluous, yet powerful.",dulcet,euphonious,mellow,,
58,comity,There is little debate that there has been a long term decline in comity in the parliament.,courtesy,,,,
58,hoist,His job is to hoist the flag at 6 every morning.,elevate,erect,heave,lift,
58,hoist,"Although they have never won a World Cup, Portuguese players will try their hardest in order to hoist the World Cup trophy.",elevate,erect,heave,lift,
58,upstart,People think he ' s an upstart because he was so young when he was promoted.,parvenu,nouveau,riche,arriviste,
58,muse,"He sat quietly, musing on the events of the day.",contemplate,meditate,ponder,reflect,
58,ergonomics,Ergonomics is the science of designing equipment to meet the needs of the worker.,human engineering,biotechnology,,,
58,reprobate,A reprobate son who habitually beat his parents was arrested.,profligate,rogue,scamp,scoundrel,
58,viand,Mechado is a stew served as a viand in the Philippines.,comestibles,edibles,provisions,victuals,
58,disgruntle,"Growing up, he became disgruntled at his father.",annoy,discontent,irritate,,
58,greasy,She doesn't like greasy food much.,fatty,,,,
58,consummate,His ambition was consummated when he defeated my plan.,accomplish,achieve,finish,fulfill,
58,tirade,She launched into a tirade of abuse against politicians.,diatribe,,,,
58,oust,They plotted to oust me from power.,depcse,dislodge,expel,,
58,oust,The umpire ousted the player from the game.,depcse,dislodge,expel,,
58,apotheosis,The apotheosis ofa Roman emperor was designed to insure his greatness.,deification,divinization,glorification,,
58,apotheosis,His appearance as Hamlet was the apotheosis of his career.,heyday,prime,,,
58,branch,The bank has thirty-one branches in Korea and also one in Kyrgyzstan.,bureau,subsidiary,,,
58,superimpose,A diagram of the new road layout was superimposed on a map of the city.,cross,heap,overlap,stack,superpose
58,superimpose,She has tried to superimpose her own opinion onto this story.,add,append,superinduce,,
58,enjoin,He is a conscientious objector to military service because he is enjoined by a deep religious conviction not to take a human life.,command,direct,instruct,order,
58,yummy,"During the 8 days there, the weather was lovely and food was yummy.",delicious,luscious,tasty,toothsome,
58,astringent,The astringent quality of the unsweetened lemon juice made swallowing difficult.,acerbic,,,,
58,spasm,My grandfather felt a painful muscle spasm yesterday.,convulsion,throe,twitch,,
58,corral,They drove the ponies into a corral.,pen,,,,
58,corral,The credit card industry has made a profitable art of corralling consumers into ruinous interest rates .,cage,confine,coop,,
59,outstanding,The manager received kudos for his outstanding work.,distinguished,eminent,excellent,prominent,superior
